trajectory_id,base_seed,family,class,sigma,stride,degree,metric,split,cache_path
B_jump_3014_sigma0,3014,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3014/sigma0/stride1
B_jump_3014_sigma50,3014,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3014/sigma50/stride1
B_jump_3015_sigma0,3015,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3015/sigma0/stride1
B_jump_3015_sigma50,3015,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3015/sigma50/stride1
B_jump_3016_sigma0,3016,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3016/sigma0/stride1
B_jump_3016_sigma50,3016,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3016/sigma50/stride1
B_jump_3017_sigma0,3017,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3017/sigma0/stride1
B_jump_3017_sigma50,3017,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3017/sigma50/stride1
B_jump_3018_sigma0,3018,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3018/sigma0/stride1
B_jump_3018_sigma50,3018,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3018/sigma50/stride1
B_jump_3019_sigma0,3019,B,jump,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3019/sigma0/stride1
B_jump_3019_sigma50,3019,B,jump,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/3019/sigma50/stride1
B_ramp_3000_sigma0,3000,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3000/sigma0/stride1
B_ramp_3000_sigma50,3000,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3000/sigma50/stride1
B_ramp_3001_sigma0,3001,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3001/sigma0/stride1
B_ramp_3001_sigma50,3001,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3001/sigma50/stride1
B_ramp_3002_sigma0,3002,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3002/sigma0/stride1
B_ramp_3002_sigma50,3002,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3002/sigma50/stride1
B_ramp_3003_sigma0,3003,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3003/sigma0/stride1
B_ramp_3003_sigma50,3003,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3003/sigma50/stride1
B_ramp_3004_sigma0,3004,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3004/sigma0/stride1
B_ramp_3004_sigma50,3004,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3004/sigma50/stride1
B_ramp_3005_sigma0,3005,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3005/sigma0/stride1
B_ramp_3005_sigma50,3005,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3005/sigma50/stride1
B_ramp_3006_sigma0,3006,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3006/sigma0/stride1
B_ramp_3006_sigma50,3006,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3006/sigma50/stride1
B_ramp_3007_sigma0,3007,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3007/sigma0/stride1
B_ramp_3007_sigma50,3007,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3007/sigma50/stride1
B_ramp_3008_sigma0,3008,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3008/sigma0/stride1
B_ramp_3008_sigma50,3008,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3008/sigma50/stride1
B_ramp_3009_sigma0,3009,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3009/sigma0/stride1
B_ramp_3009_sigma50,3009,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3009/sigma50/stride1
B_ramp_3010_sigma0,3010,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3010/sigma0/stride1
B_ramp_3010_sigma50,3010,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3010/sigma50/stride1
B_ramp_3011_sigma0,3011,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3011/sigma0/stride1
B_ramp_3011_sigma50,3011,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3011/sigma50/stride1
B_ramp_3012_sigma0,3012,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3012/sigma0/stride1
B_ramp_3012_sigma50,3012,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3012/sigma50/stride1
B_ramp_3013_sigma0,3013,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3013/sigma0/stride1
B_ramp_3013_sigma50,3013,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3013/sigma50/stride1
B_ramp_3014_sigma0,3014,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3014/sigma0/stride1
B_ramp_3014_sigma50,3014,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3014/sigma50/stride1
B_ramp_3015_sigma0,3015,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3015/sigma0/stride1
B_ramp_3015_sigma50,3015,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3015/sigma50/stride1
B_ramp_3016_sigma0,3016,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3016/sigma0/stride1
B_ramp_3016_sigma50,3016,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3016/sigma50/stride1
B_ramp_3017_sigma0,3017,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3017/sigma0/stride1
B_ramp_3017_sigma50,3017,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3017/sigma50/stride1
B_ramp_3018_sigma0,3018,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3018/sigma0/stride1
B_ramp_3018_sigma50,3018,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3018/sigma50/stride1
B_ramp_3019_sigma0,3019,B,ramp,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3019/sigma0/stride1
B_ramp_3019_sigma50,3019,B,ramp,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/3019/sigma50/stride1
B_return_3000_sigma0,3000,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3000/sigma0/stride1
B_return_3000_sigma50,3000,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3000/sigma50/stride1
B_return_3001_sigma0,3001,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3001/sigma0/stride1
B_return_3001_sigma50,3001,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3001/sigma50/stride1
B_return_3002_sigma0,3002,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3002/sigma0/stride1
B_return_3002_sigma50,3002,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3002/sigma50/stride1
B_return_3003_sigma0,3003,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3003/sigma0/stride1
B_return_3003_sigma50,3003,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3003/sigma50/stride1
B_return_3004_sigma0,3004,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3004/sigma0/stride1
B_return_3004_sigma50,3004,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3004/sigma50/stride1
B_return_3005_sigma0,3005,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3005/sigma0/stride1
B_return_3005_sigma50,3005,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3005/sigma50/stride1
B_return_3006_sigma0,3006,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3006/sigma0/stride1
B_return_3006_sigma50,3006,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3006/sigma50/stride1
B_return_3007_sigma0,3007,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3007/sigma0/stride1
B_return_3007_sigma50,3007,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3007/sigma50/stride1
B_return_3008_sigma0,3008,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3008/sigma0/stride1
B_return_3008_sigma50,3008,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3008/sigma50/stride1
B_return_3009_sigma0,3009,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3009/sigma0/stride1
B_return_3009_sigma50,3009,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3009/sigma50/stride1
B_return_3010_sigma0,3010,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3010/sigma0/stride1
B_return_3010_sigma50,3010,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3010/sigma50/stride1
B_return_3011_sigma0,3011,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3011/sigma0/stride1
B_return_3011_sigma50,3011,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3011/sigma50/stride1
B_return_3012_sigma0,3012,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3012/sigma0/stride1
B_return_3012_sigma50,3012,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3012/sigma50/stride1
B_return_3013_sigma0,3013,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3013/sigma0/stride1
B_return_3013_sigma50,3013,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3013/sigma50/stride1
B_return_3014_sigma0,3014,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3014/sigma0/stride1
B_return_3014_sigma50,3014,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3014/sigma50/stride1
B_return_3015_sigma0,3015,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3015/sigma0/stride1
B_return_3015_sigma50,3015,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3015/sigma50/stride1
B_return_3016_sigma0,3016,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3016/sigma0/stride1
B_return_3016_sigma50,3016,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3016/sigma50/stride1
B_return_3017_sigma0,3017,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3017/sigma0/stride1
B_return_3017_sigma50,3017,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3017/sigma50/stride1
B_return_3018_sigma0,3018,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3018/sigma0/stride1
B_return_3018_sigma50,3018,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3018/sigma50/stride1
B_return_3019_sigma0,3019,B,return,0.0,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3019/sigma0/stride1
B_return_3019_sigma50,3019,B,return,0.05,1,0,bottleneck_linf,test,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/3019/sigma50/stride1
A_jump_1000_sigma0,1000,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1000/sigma0/stride1
A_jump_1000_sigma50,1000,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1000/sigma50/stride1
A_jump_1001_sigma0,1001,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1001/sigma0/stride1
A_jump_1001_sigma50,1001,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1001/sigma50/stride1
A_jump_1002_sigma0,1002,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1002/sigma0/stride1
A_jump_1002_sigma50,1002,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1002/sigma50/stride1
A_jump_1003_sigma0,1003,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1003/sigma0/stride1
A_jump_1003_sigma50,1003,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1003/sigma50/stride1
A_jump_1004_sigma0,1004,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1004/sigma0/stride1
A_jump_1004_sigma50,1004,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1004/sigma50/stride1
A_jump_1005_sigma0,1005,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1005/sigma0/stride1
A_jump_1005_sigma50,1005,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1005/sigma50/stride1
A_jump_1006_sigma0,1006,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1006/sigma0/stride1
A_jump_1006_sigma50,1006,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1006/sigma50/stride1
A_jump_1007_sigma0,1007,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1007/sigma0/stride1
A_jump_1007_sigma50,1007,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1007/sigma50/stride1
A_jump_1008_sigma0,1008,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1008/sigma0/stride1
A_jump_1008_sigma50,1008,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1008/sigma50/stride1
A_jump_1009_sigma0,1009,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1009/sigma0/stride1
A_jump_1009_sigma50,1009,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1009/sigma50/stride1
A_jump_1010_sigma0,1010,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1010/sigma0/stride1
A_jump_1010_sigma50,1010,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1010/sigma50/stride1
A_jump_1011_sigma0,1011,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1011/sigma0/stride1
A_jump_1011_sigma50,1011,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1011/sigma50/stride1
A_jump_1012_sigma0,1012,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1012/sigma0/stride1
A_jump_1012_sigma50,1012,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1012/sigma50/stride1
A_jump_1013_sigma0,1013,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1013/sigma0/stride1
A_jump_1013_sigma50,1013,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1013/sigma50/stride1
A_jump_1014_sigma0,1014,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1014/sigma0/stride1
A_jump_1014_sigma50,1014,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1014/sigma50/stride1
A_jump_1015_sigma0,1015,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1015/sigma0/stride1
A_jump_1015_sigma50,1015,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1015/sigma50/stride1
A_jump_1016_sigma0,1016,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1016/sigma0/stride1
A_jump_1016_sigma50,1016,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1016/sigma50/stride1
A_jump_1017_sigma0,1017,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1017/sigma0/stride1
A_jump_1017_sigma50,1017,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1017/sigma50/stride1
A_jump_1018_sigma0,1018,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1018/sigma0/stride1
A_jump_1018_sigma50,1018,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1018/sigma50/stride1
A_jump_1019_sigma0,1019,A,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1019/sigma0/stride1
A_jump_1019_sigma50,1019,A,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/jump/1019/sigma50/stride1
A_ramp_1000_sigma0,1000,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1000/sigma0/stride1
A_ramp_1000_sigma50,1000,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1000/sigma50/stride1
A_ramp_1001_sigma0,1001,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1001/sigma0/stride1
A_ramp_1001_sigma50,1001,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1001/sigma50/stride1
A_ramp_1002_sigma0,1002,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1002/sigma0/stride1
A_ramp_1002_sigma50,1002,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1002/sigma50/stride1
A_ramp_1003_sigma0,1003,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1003/sigma0/stride1
A_ramp_1003_sigma50,1003,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1003/sigma50/stride1
A_ramp_1004_sigma0,1004,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1004/sigma0/stride1
A_ramp_1004_sigma50,1004,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1004/sigma50/stride1
A_ramp_1005_sigma0,1005,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1005/sigma0/stride1
A_ramp_1005_sigma50,1005,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1005/sigma50/stride1
A_ramp_1006_sigma0,1006,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1006/sigma0/stride1
A_ramp_1006_sigma50,1006,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1006/sigma50/stride1
A_ramp_1007_sigma0,1007,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1007/sigma0/stride1
A_ramp_1007_sigma50,1007,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1007/sigma50/stride1
